Unreal -> Engine : 1.0, 1.97
AIX;No-Contract -> Automated : 1.0, 1.03
Automated;No-Contract -> Solaris : 1.0, 1.03
Solaris;No-Contract -> Automated : 1.0, 1.03
Automated;No-Contract -> Service : 1.0, 1.03
Service;No-Contract -> Automated : 1.0, 1.03
Automated;No-Contract -> Linux : 1.0, 1.03
Linux;No-Contract -> Automated : 1.0, 1.03
AIX;No-Contract -> Solaris : 1.0, 1.03
Solaris;No-Contract -> AIX : 1.0, 1.03
AIX;No-Contract -> Service : 1.0, 1.03
Service;No-Contract -> AIX : 1.0, 1.03
AIX;No-Contract -> Linux : 1.0, 1.03
Linux;No-Contract -> AIX : 1.0, 1.03
Solaris;No-Contract -> Service : 1.0, 1.03
Service;No-Contract -> Solaris : 1.0, 1.03
Solaris;No-Contract -> Linux : 1.0, 1.03
Linux;No-Contract -> Solaris : 1.0, 1.03
Service;No-Contract -> Linux : 1.0, 1.03
Linux;No-Contract -> Service : 1.0, 1.03
XP -> Windows : 0.0, 0.93
arm -> linux : 1.0, 1.0
[PATCH;arm -> linux : 1.0, 1.03
Daily;Deployment -> HPUX : 1.0, 1.0
Daily;HPUX -> Deployment : 0.0, 0.95
Daily;Deployment -> Automated : 1.0, 1.0
Daily;Automated -> Deployment : 0.0, 0.95
Daily;Deployment -> AIX : 1.0, 1.0
Daily;AIX -> Deployment : 0.0, 0.95
Daily;Deployment -> Solaris : 1.0, 1.0
Daily;Solaris -> Deployment : 0.0, 0.95
Daily;Deployment -> Service : 1.0, 1.0
Daily;Service -> Deployment : 0.0, 0.95
Daily;Deployment -> Linux : 1.0, 1.0
Daily;HPUX -> Automated : 1.0, 1.02
Daily;Automated -> HPUX : 1.0, 1.02
Daily;HPUX -> AIX : 1.0, 1.02
Daily;AIX -> HPUX : 1.0, 1.02
Daily;HPUX -> Solaris : 1.0, 1.02
Daily;Solaris -> HPUX : 1.0, 1.02
Daily;HPUX -> Service : 1.0, 1.02
Daily;Service -> HPUX : 1.0, 1.02
Daily;HPUX -> Linux : 1.0, 1.02
Linux;Daily -> HPUX : 0.0, 0.93
Daily;Automated -> AIX : 1.0, 1.02
Daily;AIX -> Automated : 1.0, 1.02
Daily;Automated -> Solaris : 1.0, 1.02
Daily;Solaris -> Automated : 1.0, 1.02
Daily;Automated -> Service : 1.0, 1.02
Daily;Service -> Automated : 1.0, 1.02
Daily;Automated -> Linux : 1.0, 1.02
Linux;Daily -> Automated : 0.0, 0.93
Daily;AIX -> Solaris : 1.0, 1.02
Daily;Solaris -> AIX : 1.0, 1.02
Daily;AIX -> Service : 1.0, 1.02
Daily;Service -> AIX : 1.0, 1.02
Daily;AIX -> Linux : 1.0, 1.02
Linux;Daily -> AIX : 0.0, 0.93
Daily;Solaris -> Service : 1.0, 1.02
Daily;Service -> Solaris : 1.0, 1.02
Daily;Solaris -> Linux : 1.0, 1.02
Linux;Daily -> Solaris : 0.0, 0.93
Daily;Service -> Linux : 1.0, 1.02
Linux;Daily -> Service : 0.0, 0.93
[PATCH -> linux : 1.0, 1.0
Deployment -> HPUX : 0.0, 0.98
Deployment -> Automated : 1.0, 1.0
Deployment -> AIX : 0.0, 0.98
Deployment -> Solaris : 0.0, 0.98
Deployment -> Service : 0.0, 0.98
Deployment -> Linux : 0.0, 0.98
Deployment -> Automated;HPUX : 1.0, 1.0
HPUX;Deployment -> Automated : 1.0, 1.02
Automated;Deployment -> HPUX : 1.0, 1.0
Deployment -> AIX;HPUX : 1.0, 1.0
HPUX;Deployment -> AIX : 1.0, 1.02
AIX;Deployment -> HPUX : 1.0, 1.02
Deployment -> HPUX;Solaris : 1.0, 1.0
HPUX;Deployment -> Solaris : 1.0, 1.02
Solaris;Deployment -> HPUX : 1.0, 1.02
Deployment -> Service;HPUX : 1.0, 1.0
HPUX;Deployment -> Service : 1.0, 1.02
Service;Deployment -> HPUX : 1.0, 1.02
Deployment -> Linux;HPUX : 1.0, 1.0
HPUX;Deployment -> Linux : 1.0, 1.02
Linux;Deployment -> HPUX : 1.0, 1.02
Deployment -> Automated;AIX : 1.0, 1.0
Automated;Deployment -> AIX : 1.0, 1.0
AIX;Deployment -> Automated : 1.0, 1.02
Deployment -> Automated;Solaris : 1.0, 1.0
Automated;Deployment -> Solaris : 1.0, 1.0
Solaris;Deployment -> Automated : 1.0, 1.02
Deployment -> Automated;Service : 1.0, 1.0
Automated;Deployment -> Service : 1.0, 1.0
Service;Deployment -> Automated : 1.0, 1.02
Deployment -> Linux;Automated : 1.0, 1.0
Automated;Deployment -> Linux : 1.0, 1.0
Linux;Deployment -> Automated : 1.0, 1.02
Deployment -> AIX;Solaris : 1.0, 1.0
AIX;Deployment -> Solaris : 1.0, 1.02
Solaris;Deployment -> AIX : 1.0, 1.02
Deployment -> Service;AIX : 1.0, 1.0
AIX;Deployment -> Service : 1.0, 1.02
Service;Deployment -> AIX : 1.0, 1.02
Deployment -> Linux;AIX : 1.0, 1.0
AIX;Deployment -> Linux : 1.0, 1.02
Linux;Deployment -> AIX : 1.0, 1.02
Deployment -> Service;Solaris : 1.0, 1.0
Solaris;Deployment -> Service : 1.0, 1.02
Service;Deployment -> Solaris : 1.0, 1.02
Deployment -> Linux;Solaris : 1.0, 1.0
Solaris;Deployment -> Linux : 1.0, 1.02
Linux;Deployment -> Solaris : 1.0, 1.02
Deployment -> Linux;Service : 1.0, 1.0
Service;Deployment -> Linux : 1.0, 1.02
Linux;Deployment -> Service : 1.0, 1.02
Re: -> linux : 0.0, 0.94
HPUX -> Automated : 1.0, 1.0
Automated -> HPUX : 0.0, 0.99
HPUX -> AIX : 1.0, 1.0
AIX -> HPUX : 0.0, 0.99
HPUX -> Solaris : 1.0, 1.0
Solaris -> HPUX : 0.0, 0.99
HPUX -> Service : 1.0, 1.0
Service -> HPUX : 0.0, 0.96
HPUX -> Linux : 1.0, 1.0
HPUX -> Automated;AIX : 1.0, 1.01
Automated -> AIX;HPUX : 1.0, 1.0
AIX -> Automated;HPUX : 1.0, 1.0
Automated;HPUX -> AIX : 1.0, 1.01
AIX;HPUX -> Automated : 1.0, 1.01
HPUX -> Automated;Solaris : 1.0, 1.01
Automated -> HPUX;Solaris : 1.0, 1.0
Solaris -> Automated;HPUX : 1.0, 1.0
Automated;HPUX -> Solaris : 1.0, 1.01
HPUX;Solaris -> Automated : 1.0, 1.01
HPUX -> Automated;Service : 1.0, 1.01
Automated -> Service;HPUX : 1.0, 1.0
Service -> Automated;HPUX : 0.0, 0.97
Automated;HPUX -> Service : 1.0, 1.01
Service;HPUX -> Automated : 1.0, 1.01
HPUX -> Linux;Automated : 1.0, 1.01
Automated -> Linux;HPUX : 1.0, 1.0
Automated;HPUX -> Linux : 1.0, 1.01
Linux;HPUX -> Automated : 1.0, 1.01
HPUX -> AIX;Solaris : 1.0, 1.01
AIX -> HPUX;Solaris : 1.0, 1.0
Solaris -> AIX;HPUX : 1.0, 1.0
AIX;HPUX -> Solaris : 1.0, 1.01
HPUX;Solaris -> AIX : 1.0, 1.01
HPUX -> Service;AIX : 1.0, 1.01
AIX -> Service;HPUX : 1.0, 1.0
Service -> AIX;HPUX : 0.0, 0.97
AIX;HPUX -> Service : 1.0, 1.01
Service;HPUX -> AIX : 1.0, 1.01
HPUX -> Linux;AIX : 1.0, 1.01
AIX -> Linux;HPUX : 1.0, 1.0
AIX;HPUX -> Linux : 1.0, 1.01
Linux;HPUX -> AIX : 1.0, 1.01
HPUX -> Service;Solaris : 1.0, 1.01
Solaris -> Service;HPUX : 1.0, 1.0
Service -> HPUX;Solaris : 0.0, 0.97
HPUX;Solaris -> Service : 1.0, 1.01
Service;HPUX -> Solaris : 1.0, 1.01
HPUX -> Linux;Solaris : 1.0, 1.01
Solaris -> Linux;HPUX : 1.0, 1.0
HPUX;Solaris -> Linux : 1.0, 1.01
Linux;HPUX -> Solaris : 1.0, 1.01
HPUX -> Linux;Service : 1.0, 1.01
Service -> Linux;HPUX : 0.0, 0.97
Service;HPUX -> Linux : 1.0, 1.01
Linux;HPUX -> Service : 1.0, 1.01
Automated -> AIX : 0.0, 0.99
AIX -> Automated : 0.0, 0.99
Automated -> Solaris : 0.0, 0.99
Solaris -> Automated : 0.0, 0.99
Automated -> Service : 0.0, 0.99
Service -> Automated : 0.0, 0.96
Automated -> Linux : 0.0, 0.99
Automated -> AIX;Solaris : 1.0, 1.0
AIX -> Automated;Solaris : 1.0, 1.0
Solaris -> Automated;AIX : 1.0, 1.0
Automated;AIX -> Solaris : 1.0, 1.01
Automated;Solaris -> AIX : 1.0, 1.01
Automated -> Service;AIX : 1.0, 1.0
AIX -> Automated;Service : 1.0, 1.0
Service -> Automated;AIX : 0.0, 0.97
Automated;AIX -> Service : 1.0, 1.01
Automated;Service -> AIX : 1.0, 1.01
Automated -> Linux;AIX : 1.0, 1.0
AIX -> Linux;Automated : 1.0, 1.0
Automated;AIX -> Linux : 1.0, 1.01
Linux;Automated -> AIX : 1.0, 1.01
Automated -> Service;Solaris : 1.0, 1.0
Solaris -> Automated;Service : 1.0, 1.0
Service -> Automated;Solaris : 0.0, 0.97
Automated;Solaris -> Service : 1.0, 1.01
Automated;Service -> Solaris : 1.0, 1.01
Automated -> Linux;Solaris : 1.0, 1.0
Solaris -> Linux;Automated : 1.0, 1.0
Automated;Solaris -> Linux : 1.0, 1.01
Linux;Automated -> Solaris : 1.0, 1.01
Automated -> Linux;Service : 1.0, 1.0
Service -> Linux;Automated : 0.0, 0.97
Automated;Service -> Linux : 1.0, 1.01
Linux;Automated -> Service : 1.0, 1.01
AIX -> Solaris : 0.0, 0.99
Solaris -> AIX : 0.0, 0.99
AIX -> Service : 0.0, 0.99
Service -> AIX : 0.0, 0.96
AIX -> Linux : 1.0, 1.0
AIX -> Service;Solaris : 1.0, 1.0
Solaris -> Service;AIX : 1.0, 1.0
Service -> AIX;Solaris : 0.0, 0.97
AIX;Solaris -> Service : 1.0, 1.01
Service;AIX -> Solaris : 1.0, 1.01
AIX -> Linux;Solaris : 1.0, 1.0
Solaris -> Linux;AIX : 1.0, 1.0
AIX;Solaris -> Linux : 1.0, 1.01
Linux;AIX -> Solaris : 1.0, 1.0
AIX -> Linux;Service : 1.0, 1.0
Service -> Linux;AIX : 0.0, 0.97
Service;AIX -> Linux : 1.0, 1.01
Linux;AIX -> Service : 1.0, 1.0
Solaris -> Service : 0.0, 0.99
Service -> Solaris : 0.0, 0.96
Solaris -> Linux : 0.0, 0.99
Solaris -> Linux;Service : 1.0, 1.0
Service -> Linux;Solaris : 0.0, 0.97
Service;Solaris -> Linux : 1.0, 1.01
Linux;Solaris -> Service : 1.0, 1.01
Service -> Linux : 0.0, 0.97
Automated;HPUX;On-Demand -> AIX : 1.0, 1.0
AIX;HPUX;On-Demand -> Automated : 1.0, 1.0
Automated;AIX;On-Demand -> HPUX : 1.0, 1.0
Automated;HPUX;On-Demand -> Solaris : 1.0, 1.0
HPUX;Solaris;On-Demand -> Automated : 1.0, 1.0
Automated;Solaris;On-Demand -> HPUX : 1.0, 1.0
Automated;HPUX;On-Demand -> Service : 1.0, 1.0
Service;HPUX;On-Demand -> Automated : 1.0, 1.0
Automated;Service;On-Demand -> HPUX : 1.0, 1.0
Automated;HPUX;On-Demand -> Linux : 1.0, 1.0
Linux;HPUX;On-Demand -> Automated : 1.0, 1.0
Linux;Automated;On-Demand -> HPUX : 1.0, 1.0
AIX;HPUX;On-Demand -> Solaris : 1.0, 1.0
HPUX;Solaris;On-Demand -> AIX : 1.0, 1.0
AIX;Solaris;On-Demand -> HPUX : 1.0, 1.0
AIX;HPUX;On-Demand -> Service : 1.0, 1.0
Service;HPUX;On-Demand -> AIX : 1.0, 1.0
Service;AIX;On-Demand -> HPUX : 1.0, 1.0
AIX;HPUX;On-Demand -> Linux : 1.0, 1.0
Linux;HPUX;On-Demand -> AIX : 1.0, 1.0
Linux;AIX;On-Demand -> HPUX : 1.0, 1.0
HPUX;Solaris;On-Demand -> Service : 1.0, 1.0
Service;HPUX;On-Demand -> Solaris : 1.0, 1.0
Service;Solaris;On-Demand -> HPUX : 1.0, 1.0
HPUX;Solaris;On-Demand -> Linux : 1.0, 1.0
Linux;HPUX;On-Demand -> Solaris : 1.0, 1.0
Linux;Solaris;On-Demand -> HPUX : 1.0, 1.0
Service;HPUX;On-Demand -> Linux : 1.0, 1.0
Linux;HPUX;On-Demand -> Service : 1.0, 1.0
Linux;Service;On-Demand -> HPUX : 1.0, 1.0
Automated;AIX;On-Demand -> Solaris : 1.0, 1.0
Automated;Solaris;On-Demand -> AIX : 1.0, 1.0
AIX;Solaris;On-Demand -> Automated : 1.0, 1.0
Automated;AIX;On-Demand -> Service : 1.0, 1.0
Automated;Service;On-Demand -> AIX : 1.0, 1.0
Service;AIX;On-Demand -> Automated : 1.0, 1.0
Automated;AIX;On-Demand -> Linux : 1.0, 1.0
Linux;Automated;On-Demand -> AIX : 1.0, 1.0
Linux;AIX;On-Demand -> Automated : 1.0, 1.0
Automated;Solaris;On-Demand -> Service : 1.0, 1.0
Automated;Service;On-Demand -> Solaris : 1.0, 1.0
Service;Solaris;On-Demand -> Automated : 1.0, 1.0
Automated;Solaris;On-Demand -> Linux : 1.0, 1.0
Linux;Automated;On-Demand -> Solaris : 1.0, 1.0
Linux;Solaris;On-Demand -> Automated : 1.0, 1.0
Automated;Service;On-Demand -> Linux : 1.0, 1.0
Linux;Automated;On-Demand -> Service : 1.0, 1.0
Linux;Service;On-Demand -> Automated : 1.0, 1.0
AIX;Solaris;On-Demand -> Service : 1.0, 1.0
Service;AIX;On-Demand -> Solaris : 1.0, 1.0
Service;Solaris;On-Demand -> AIX : 1.0, 1.0
AIX;Solaris;On-Demand -> Linux : 1.0, 1.0
Linux;AIX;On-Demand -> Solaris : 1.0, 1.0
Linux;Solaris;On-Demand -> AIX : 1.0, 1.0
Service;AIX;On-Demand -> Linux : 1.0, 1.0
Linux;AIX;On-Demand -> Service : 1.0, 1.0
Linux;Service;On-Demand -> AIX : 1.0, 1.0
Service;Solaris;On-Demand -> Linux : 1.0, 1.0
Linux;Solaris;On-Demand -> Service : 1.0, 1.0
Linux;Service;On-Demand -> Solaris : 1.0, 1.0
suspende -> Linus;Torvalds : 1.0, 1.0
Linus;suspende -> Torvalds : 1.0, 1.0
Torvalds;suspende -> Linus : 1.0, 1.0
Linus;Torvalds;suspende ->  : 0.0, 0.97
Daily;Weekly -> Deployment : 0.0, 0.94
Weekly;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Deployment ->  : 1.0, 1.0
Daily;Weekly -> HPUX : 1.0, 1.0
Weekly;HPUX -> Daily : 1.0, 1.0
Daily;Weekly;HPUX ->  : 0.0, 0.97
Daily;Weekly -> Automated : 1.0, 1.0
Weekly;Automated -> Daily : 1.0, 1.0
Daily;Weekly;Automated ->  : 0.0, 0.97
Daily;Weekly -> AIX : 1.0, 1.0
Weekly;AIX -> Daily : 1.0, 1.0
Daily;Weekly;AIX ->  : 0.0, 0.97
Daily;Weekly -> Solaris : 1.0, 1.0
Weekly;Solaris -> Daily : 1.0, 1.0
Daily;Weekly;Solaris ->  : 0.0, 0.97
Daily;Weekly -> Service : 1.0, 1.0
Weekly;Service -> Daily : 1.0, 1.0
Daily;Weekly;Service ->  : 0.0, 0.97
Daily;Weekly -> Linux : 1.0, 1.0
Linux;Weekly -> Daily : 1.0, 1.0
Linux;Daily;Weekly ->  : 0.0, 0.97
Weekly;Deployment -> HPUX : 1.0, 1.0
Weekly;HPUX -> Deployment : 0.0, 0.94
Weekly;HPUX;Deployment ->  : 1.0, 1.0
Weekly;Deployment -> Automated : 1.0, 1.0
Weekly;Automated -> Deployment : 0.0, 0.94
Weekly;Automated;Deployment ->  : 1.0, 1.0
Weekly;Deployment -> AIX : 1.0, 1.0
Weekly;AIX -> Deployment : 0.0, 0.94
Weekly;AIX;Deployment ->  : 1.0, 1.0
Weekly;Deployment -> Solaris : 1.0, 1.0
Weekly;Solaris -> Deployment : 0.0, 0.94
Weekly;Solaris;Deployment ->  : 1.0, 1.0
Weekly;Deployment -> Service : 1.0, 1.0
Weekly;Service -> Deployment : 0.0, 0.94
Weekly;Service;Deployment ->  : 1.0, 1.0
Weekly;Deployment -> Linux : 1.0, 1.0
Linux;Weekly -> Deployment : 0.0, 0.94
Linux;Weekly;Deployment ->  : 1.0, 1.0
Weekly;HPUX -> Automated : 1.0, 1.0
Weekly;Automated -> HPUX : 1.0, 1.0
Weekly;Automated;HPUX ->  : 0.0, 0.97
Weekly;HPUX -> AIX : 1.0, 1.0
Weekly;AIX -> HPUX : 1.0, 1.0
Weekly;AIX;HPUX ->  : 0.0, 0.97
Weekly;HPUX -> Solaris : 1.0, 1.0
Weekly;Solaris -> HPUX : 1.0, 1.0
Weekly;HPUX;Solaris ->  : 0.0, 0.97
Weekly;HPUX -> Service : 1.0, 1.0
Weekly;Service -> HPUX : 1.0, 1.0
Weekly;Service;HPUX ->  : 0.0, 0.97
Weekly;HPUX -> Linux : 1.0, 1.0
Linux;Weekly -> HPUX : 1.0, 1.0
Linux;Weekly;HPUX ->  : 0.0, 0.97
Weekly;Automated -> AIX : 1.0, 1.0
Weekly;AIX -> Automated : 1.0, 1.0
Weekly;Automated;AIX ->  : 0.0, 0.97
Weekly;Automated -> Solaris : 1.0, 1.0
Weekly;Solaris -> Automated : 1.0, 1.0
Weekly;Automated;Solaris ->  : 0.0, 0.97
Weekly;Automated -> Service : 1.0, 1.0
Weekly;Service -> Automated : 1.0, 1.0
Weekly;Automated;Service ->  : 0.0, 0.97
Weekly;Automated -> Linux : 1.0, 1.0
Linux;Weekly -> Automated : 1.0, 1.0
Linux;Weekly;Automated ->  : 0.0, 0.97
Weekly;AIX -> Solaris : 1.0, 1.0
Weekly;Solaris -> AIX : 1.0, 1.0
Weekly;AIX;Solaris ->  : 0.0, 0.97
Weekly;AIX -> Service : 1.0, 1.0
Weekly;Service -> AIX : 1.0, 1.0
Weekly;Service;AIX ->  : 0.0, 0.97
Weekly;AIX -> Linux : 1.0, 1.0
Linux;Weekly -> AIX : 1.0, 1.0
Linux;Weekly;AIX ->  : 0.0, 0.97
Weekly;Solaris -> Service : 1.0, 1.0
Weekly;Service -> Solaris : 1.0, 1.0
Weekly;Service;Solaris ->  : 0.0, 0.97
Weekly;Solaris -> Linux : 1.0, 1.0
Linux;Weekly -> Solaris : 1.0, 1.0
Linux;Weekly;Solaris ->  : 0.0, 0.97
Weekly;Service -> Linux : 1.0, 1.0
Linux;Weekly -> Service : 1.0, 1.0
Linux;Weekly;Service ->  : 0.0, 0.97
Daily;Weekly -> HPUX;Deployment : 0.0, 0.94
Weekly;Deployment -> Daily;HPUX : 1.0, 1.0
Weekly;HPUX -> Daily;Deployment : 0.0, 0.94
Daily;Weekly;Deployment -> HPUX : 1.0, 1.0
Daily;Weekly;HPUX -> Deployment : 0.0, 0.91
Weekly;HPUX;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Deployment -> HPUX : 1.0, 1.0
Daily;Weekly;HPUX -> Deployment : 0.0, 0.94
Weekly;HPUX;Deployment -> Daily : 1.0, 1.0
Daily;Weekly -> Automated;Deployment : 0.0, 0.94
Weekly;Deployment -> Daily;Automated : 1.0, 1.0
Weekly;Automated -> Daily;Deployment : 0.0, 0.94
Daily;Weekly;Deployment -> Automated : 1.0, 1.0
Daily;Weekly;Automated -> Deployment : 0.0, 0.91
Weekly;Automated;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Deployment -> Automated : 1.0, 1.0
Daily;Weekly;Automated -> Deployment : 0.0, 0.94
Weekly;Automated;Deployment -> Daily : 1.0, 1.0
Daily;Weekly -> AIX;Deployment : 0.0, 0.94
Weekly;Deployment -> Daily;AIX : 1.0, 1.0
Weekly;AIX -> Daily;Deployment : 0.0, 0.94
Daily;Weekly;Deployment -> AIX : 1.0, 1.0
Daily;Weekly;AIX -> Deployment : 0.0, 0.91
Weekly;AIX;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Deployment -> AIX : 1.0, 1.0
Daily;Weekly;AIX -> Deployment : 0.0, 0.94
Weekly;AIX;Deployment -> Daily : 1.0, 1.0
Daily;Weekly -> Solaris;Deployment : 0.0, 0.94
Weekly;Deployment -> Daily;Solaris : 1.0, 1.0
Weekly;Solaris -> Daily;Deployment : 0.0, 0.94
Daily;Weekly;Deployment -> Solaris : 1.0, 1.0
Daily;Weekly;Solaris -> Deployment : 0.0, 0.91
Weekly;Solaris;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Deployment -> Solaris : 1.0, 1.0
Daily;Weekly;Solaris -> Deployment : 0.0, 0.94
Weekly;Solaris;Deployment -> Daily : 1.0, 1.0
Daily;Weekly -> Service;Deployment : 0.0, 0.94
Weekly;Deployment -> Daily;Service : 1.0, 1.0
Weekly;Service -> Daily;Deployment : 0.0, 0.94
Daily;Weekly;Deployment -> Service : 1.0, 1.0
Daily;Weekly;Service -> Deployment : 0.0, 0.91
Weekly;Service;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Deployment -> Service : 1.0, 1.0
Daily;Weekly;Service -> Deployment : 0.0, 0.94
Weekly;Service;Deployment -> Daily : 1.0, 1.0
Daily;Weekly -> Linux;Deployment : 0.0, 0.94
Weekly;Deployment -> Linux;Daily : 1.0, 1.0
Linux;Weekly -> Daily;Deployment : 0.0, 0.94
Daily;Weekly;Deployment -> Linux : 1.0, 1.0
Linux;Daily;Weekly -> Deployment : 0.0, 0.91
Linux;Weekly;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Deployment -> Linux : 1.0, 1.0
Linux;Daily;Weekly -> Deployment : 0.0, 0.94
Linux;Weekly;Deployment -> Daily : 1.0, 1.0
Daily;Weekly -> Automated;HPUX : 1.0, 1.03
Weekly;HPUX -> Daily;Automated : 1.0, 1.03
Weekly;Automated -> Daily;HPUX : 1.0, 1.03
Daily;Weekly;HPUX -> Automated : 1.0, 1.0
Daily;Weekly;Automated -> HPUX : 1.0, 1.0
Weekly;Automated;HPUX -> Daily : 1.0, 1.0
Daily;Weekly;HPUX -> Automated : 1.0, 1.03
Daily;Weekly;Automated -> HPUX : 1.0, 1.03
Weekly;Automated;HPUX -> Daily : 1.0, 1.03
Daily;Weekly -> AIX;HPUX : 1.0, 1.03
Weekly;HPUX -> Daily;AIX : 1.0, 1.03
Weekly;AIX -> Daily;HPUX : 1.0, 1.03
Daily;Weekly;HPUX -> AIX : 1.0, 1.0
Daily;Weekly;AIX -> HPUX : 1.0, 1.0
Weekly;AIX;HPUX -> Daily : 1.0, 1.0
Daily;Weekly;HPUX -> AIX : 1.0, 1.03
Daily;Weekly;AIX -> HPUX : 1.0, 1.03
Weekly;AIX;HPUX -> Daily : 1.0, 1.03
Daily;Weekly -> HPUX;Solaris : 1.0, 1.03
Weekly;HPUX -> Daily;Solaris : 1.0, 1.03
Weekly;Solaris -> Daily;HPUX : 1.0, 1.03
Daily;Weekly;HPUX -> Solaris : 1.0, 1.0
Daily;Weekly;Solaris -> HPUX : 1.0, 1.0
Weekly;HPUX;Solaris -> Daily : 1.0, 1.0
Daily;Weekly;HPUX -> Solaris : 1.0, 1.03
Daily;Weekly;Solaris -> HPUX : 1.0, 1.03
Weekly;HPUX;Solaris -> Daily : 1.0, 1.03
Daily;Weekly -> Service;HPUX : 1.0, 1.03
Weekly;HPUX -> Daily;Service : 1.0, 1.03
Weekly;Service -> Daily;HPUX : 1.0, 1.03
Daily;Weekly;HPUX -> Service : 1.0, 1.0
Daily;Weekly;Service -> HPUX : 1.0, 1.0
Weekly;Service;HPUX -> Daily : 1.0, 1.0
Daily;Weekly;HPUX -> Service : 1.0, 1.03
Daily;Weekly;Service -> HPUX : 1.0, 1.03
Weekly;Service;HPUX -> Daily : 1.0, 1.03
Daily;Weekly -> Linux;HPUX : 1.0, 1.03
Weekly;HPUX -> Linux;Daily : 1.0, 1.03
Linux;Weekly -> Daily;HPUX : 1.0, 1.03
Daily;Weekly;HPUX -> Linux : 1.0, 1.0
Linux;Daily;Weekly -> HPUX : 1.0, 1.0
Linux;Weekly;HPUX -> Daily : 1.0, 1.0
Daily;Weekly;HPUX -> Linux : 1.0, 1.03
Linux;Daily;Weekly -> HPUX : 1.0, 1.03
Linux;Weekly;HPUX -> Daily : 1.0, 1.03
Daily;Weekly -> Automated;AIX : 1.0, 1.03
Weekly;Automated -> Daily;AIX : 1.0, 1.03
Weekly;AIX -> Daily;Automated : 1.0, 1.03
Daily;Weekly;Automated -> AIX : 1.0, 1.0
Daily;Weekly;AIX -> Automated : 1.0, 1.0
Weekly;Automated;AIX -> Daily : 1.0, 1.0
Daily;Weekly;Automated -> AIX : 1.0, 1.03
Daily;Weekly;AIX -> Automated : 1.0, 1.03
Weekly;Automated;AIX -> Daily : 1.0, 1.03
Daily;Weekly -> Automated;Solaris : 1.0, 1.03
Weekly;Automated -> Daily;Solaris : 1.0, 1.03
Weekly;Solaris -> Daily;Automated : 1.0, 1.03
Daily;Weekly;Automated -> Solaris : 1.0, 1.0
Daily;Weekly;Solaris -> Automated : 1.0, 1.0
Weekly;Automated;Solaris -> Daily : 1.0, 1.0
Daily;Weekly;Automated -> Solaris : 1.0, 1.03
Daily;Weekly;Solaris -> Automated : 1.0, 1.03
Weekly;Automated;Solaris -> Daily : 1.0, 1.03
Daily;Weekly -> Automated;Service : 1.0, 1.03
Weekly;Automated -> Daily;Service : 1.0, 1.03
Weekly;Service -> Daily;Automated : 1.0, 1.03
Daily;Weekly;Automated -> Service : 1.0, 1.0
Daily;Weekly;Service -> Automated : 1.0, 1.0
Weekly;Automated;Service -> Daily : 1.0, 1.0
Daily;Weekly;Automated -> Service : 1.0, 1.03
Daily;Weekly;Service -> Automated : 1.0, 1.03
Weekly;Automated;Service -> Daily : 1.0, 1.03
Daily;Weekly -> Linux;Automated : 1.0, 1.03
Weekly;Automated -> Linux;Daily : 1.0, 1.03
Linux;Weekly -> Daily;Automated : 1.0, 1.03
Daily;Weekly;Automated -> Linux : 1.0, 1.0
Linux;Daily;Weekly -> Automated : 1.0, 1.0
Linux;Weekly;Automated -> Daily : 1.0, 1.0
Daily;Weekly;Automated -> Linux : 1.0, 1.03
Linux;Daily;Weekly -> Automated : 1.0, 1.03
Linux;Weekly;Automated -> Daily : 1.0, 1.03
Daily;Weekly -> AIX;Solaris : 1.0, 1.03
Weekly;AIX -> Daily;Solaris : 1.0, 1.03
Weekly;Solaris -> Daily;AIX : 1.0, 1.03
Daily;Weekly;AIX -> Solaris : 1.0, 1.0
Daily;Weekly;Solaris -> AIX : 1.0, 1.0
Weekly;AIX;Solaris -> Daily : 1.0, 1.0
Daily;Weekly;AIX -> Solaris : 1.0, 1.03
Daily;Weekly;Solaris -> AIX : 1.0, 1.03
Weekly;AIX;Solaris -> Daily : 1.0, 1.03
Daily;Weekly -> Service;AIX : 1.0, 1.03
Weekly;AIX -> Daily;Service : 1.0, 1.03
Weekly;Service -> Daily;AIX : 1.0, 1.03
Daily;Weekly;AIX -> Service : 1.0, 1.0
Daily;Weekly;Service -> AIX : 1.0, 1.0
Weekly;Service;AIX -> Daily : 1.0, 1.0
Daily;Weekly;AIX -> Service : 1.0, 1.03
Daily;Weekly;Service -> AIX : 1.0, 1.03
Weekly;Service;AIX -> Daily : 1.0, 1.03
Daily;Weekly -> Linux;AIX : 1.0, 1.03
Weekly;AIX -> Linux;Daily : 1.0, 1.03
Linux;Weekly -> Daily;AIX : 1.0, 1.03
Daily;Weekly;AIX -> Linux : 1.0, 1.0
Linux;Daily;Weekly -> AIX : 1.0, 1.0
Linux;Weekly;AIX -> Daily : 1.0, 1.0
Daily;Weekly;AIX -> Linux : 1.0, 1.03
Linux;Daily;Weekly -> AIX : 1.0, 1.03
